"iter" "posterior" "prior" "likelihood" "acceptance" "beta" "gamma"
"1005" 1005 -79.5044860956609 -5.49982917299503 -74.0046569226659 0.196019900497512 0.00224029944936182 0.474793674348082
"1006" 1006 -79.5044860956609 -5.49982917299503 -74.0046569226659 0.195825049701789 0.00224029944936182 0.474793674348082
"1007" 1007 -79.5044860956609 -5.49982917299503 -74.0046569226659 0.195630585898709 0.00224029944936182 0.474793674348082
"1008" 1008 -79.5044860956609 -5.49982917299503 -74.0046569226659 0.195436507936508 0.00224029944936182 0.474793674348082
"1009" 1009 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.196233894945491 0.00222964219554001 0.463938351522777
"1010" 1010 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.196039603960396 0.00222964219554001 0.463938351522777
"1011" 1011 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.195845697329377 0.00222964219554001 0.463938351522777
"1012" 1012 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.195652173913043 0.00222964219554001 0.463938351522777
"1013" 1013 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.195459032576505 0.00222964219554001 0.463938351522777
"1014" 1014 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.195266272189349 0.00222964219554001 0.463938351522777
"1015" 1015 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.195073891625616 0.00222964219554001 0.463938351522777
"1016" 1016 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.19488188976378 0.00222964219554001 0.463938351522777
"1017" 1017 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.194690265486726 0.00222964219554001 0.463938351522777
"1018" 1018 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.194499017681729 0.00222964219554001 0.463938351522777
"1019" 1019 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.194308145240432 0.00222964219554001 0.463938351522777
"1020" 1020 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.194117647058824 0.00222964219554001 0.463938351522777
"1021" 1021 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.193927522037218 0.00222964219554001 0.463938351522777
"1022" 1022 -80.2942852003355 -5.4264131889923 -74.8678720113432 0.193737769080235 0.00222964219554001 0.463938351522777
"1023" 1023 -80.2812479156459 -5.49810197954291 -74.783145936103 0.194525904203324 0.00222124882149174 0.474539020174961
"1024" 1024 -80.2812479156459 -5.49810197954291 -74.783145936103 0.1943359375 0.00222124882149174 0.474539020174961
"1025" 1025 -80.2812479156459 -5.49810197954291 -74.783145936103 0.194146341463415 0.00222124882149174 0.474539020174961
"1026" 1026 -80.2812479156459 -5.49810197954291 -74.783145936103 0.193957115009747 0.00222124882149174 0.474539020174961
"1027" 1027 -80.2812479156459 -5.49810197954291 -74.783145936103 0.193768257059396 0.00222124882149174 0.474539020174961
"1028" 1028 -80.2812479156459 -5.49810197954291 -74.783145936103 0.193579766536965 0.00222124882149174 0.474539020174961
"1029" 1029 -80.2812479156459 -5.49810197954291 -74.783145936103 0.193391642371234 0.00222124882149174 0.474539020174961
"1030" 1030 -80.2812479156459 -5.49810197954291 -74.783145936103 0.193203883495146 0.00222124882149174 0.474539020174961
"1031" 1031 -80.2812479156459 -5.49810197954291 -74.783145936103 0.193016488845781 0.00222124882149174 0.474539020174961
"1032" 1032 -80.2812479156459 -5.49810197954291 -74.783145936103 0.192829457364341 0.00222124882149174 0.474539020174961
"1033" 1033 -80.2812479156459 -5.49810197954291 -74.783145936103 0.192642787996128 0.00222124882149174 0.474539020174961
"1034" 1034 -80.2812479156459 -5.49810197954291 -74.783145936103 0.192456479690522 0.00222124882149174 0.474539020174961
"1035" 1035 -80.2812479156459 -5.49810197954291 -74.783145936103 0.192270531400966 0.00222124882149174 0.474539020174961
"1036" 1036 -80.2812479156459 -5.49810197954291 -74.783145936103 0.192084942084942 0.00222124882149174 0.474539020174961
"1037" 1037 -80.3690829796969 -5.60058685747176 -74.7684961222251 0.192864030858245 0.0022748332880889 0.489596381763059
"1038" 1038 -80.007586327306 -5.54457946554495 -74.463006861761 0.19364161849711 0.00223179733524901 0.481380445483152
"1039" 1039 -80.007586327306 -5.54457946554495 -74.463006861761 0.193455245428296 0.00223179733524901 0.481380445483152
"1040" 1040 -79.7351035166152 -5.49469942883806 -74.2404040877772 0.194230769230769 0.0022327248102664 0.474037257221465
"1041" 1041 -79.7351035166152 -5.49469942883806 -74.2404040877772 0.1940441882805 0.0022327248102664 0.474037257221465
"1042" 1042 -79.7351035166152 -5.49469942883806 -74.2404040877772 0.193857965451056 0.0022327248102664 0.474037257221465
"1043" 1043 -79.7351035166152 -5.49469942883806 -74.2404040877772 0.193672099712368 0.0022327248102664 0.474037257221465
"1044" 1044 -80.4220381033375 -5.39971017893183 -75.0223279244056 0.194444444444444 0.0022422559520617 0.459972985484497
"1045" 1045 -80.402174730037 -5.59277167221688 -74.8094030578201 0.195215311004785 0.0022380355917551 0.488451654715784
"1046" 1046 -80.402174730037 -5.59277167221688 -74.8094030578201 0.195028680688337 0.0022380355917551 0.488451654715784
"1047" 1047 -80.402174730037 -5.59277167221688 -74.8094030578201 0.194842406876791 0.0022380355917551 0.488451654715784
"1048" 1048 -80.402174730037 -5.59277167221688 -74.8094030578201 0.194656488549618 0.0022380355917551 0.488451654715784
"1049" 1049 -80.402174730037 -5.59277167221688 -74.8094030578201 0.194470924690181 0.0022380355917551 0.488451654715784
"1050" 1050 -80.402174730037 -5.59277167221688 -74.8094030578201 0.194285714285714 0.0022380355917551 0.488451654715784
"1051" 1051 -81.7234164173017 -5.66665160633272 -76.056764810969 0.195052331113226 0.00225093779495607 0.499253228056547
"1052" 1052 -81.7234164173017 -5.66665160633272 -76.056764810969 0.194866920152091 0.00225093779495607 0.499253228056547
"1053" 1053 -80.8551352014181 -5.47101801565343 -75.3841171857647 0.195631528964862 0.00229513486227242 0.470541379171931
"1054" 1054 -80.0418180266751 -5.46642689907797 -74.5753911275971 0.196394686907021 0.00227960181826373 0.469862873677793
"1055" 1055 -80.0418180266751 -5.46642689907797 -74.5753911275971 0.196208530805687 0.00227960181826373 0.469862873677793
"1056" 1056 -80.0418180266751 -5.46642689907797 -74.5753911275971 0.196022727272727 0.00227960181826373 0.469862873677793
"1057" 1057 -80.0418180266751 -5.46642689907797 -74.5753911275971 0.195837275307474 0.00227960181826373 0.469862873677793
"1058" 1058 -80.0418180266751 -5.46642689907797 -74.5753911275971 0.195652173913043 0.00227960181826373 0.469862873677793
"1059" 1059 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.196411709159585 0.00226111845716421 0.463874026563066
"1060" 1060 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.19622641509434 0.00226111845716421 0.463874026563066
"1061" 1061 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.196041470311027 0.00226111845716421 0.463874026563066
"1062" 1062 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.195856873822976 0.00226111845716421 0.463874026563066
"1063" 1063 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.195672624647225 0.00226111845716421 0.463874026563066
"1064" 1064 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.195488721804511 0.00226111845716421 0.463874026563066
"1065" 1065 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.195305164319249 0.00226111845716421 0.463874026563066
"1066" 1066 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.195121951219512 0.00226111845716421 0.463874026563066
"1067" 1067 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.19493908153702 0.00226111845716421 0.463874026563066
"1068" 1068 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.194756554307116 0.00226111845716421 0.463874026563066
"1069" 1069 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.194574368568756 0.00226111845716421 0.463874026563066
"1070" 1070 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.194392523364486 0.00226111845716421 0.463874026563066
"1071" 1071 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.19421101774043 0.00226111845716421 0.463874026563066
"1072" 1072 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.194029850746269 0.00226111845716421 0.463874026563066
"1073" 1073 -79.9849803509829 -5.42597950279757 -74.5590008481853 0.193849021435228 0.00226111845716421 0.463874026563066
"1074" 1074 -80.4516980332908 -5.42080346366741 -75.0308945696234 0.194599627560521 0.00222753086487693 0.463106116169353
"1075" 1075 -80.2876518771783 -5.4626097987587 -74.8250420784196 0.195348837209302 0.00222226596746899 0.469298564736932
"1076" 1076 -79.7916523037618 -5.51589826611013 -74.2757540376516 0.196096654275093 0.00227826557582958 0.477161305408977
"1077" 1077 -79.7916523037618 -5.51589826611013 -74.2757540376516 0.195914577530176 0.00227826557582958 0.477161305408977
"1078" 1078 -80.4548179418457 -5.60332579752636 -74.8514921443193 0.196660482374768 0.00224213945846729 0.489997442332321
"1079" 1079 -80.4548179418457 -5.60332579752636 -74.8514921443193 0.196478220574606 0.00224213945846729 0.489997442332321
"1080" 1080 -80.4548179418457 -5.60332579752636 -74.8514921443193 0.196296296296296 0.00224213945846729 0.489997442332321
"1081" 1081 -80.4548179418457 -5.60332579752636 -74.8514921443193 0.196114708603145 0.00224213945846729 0.489997442332321
"1082" 1082 -80.4548179418457 -5.60332579752636 -74.8514921443193 0.195933456561922 0.00224213945846729 0.489997442332321
"1083" 1083 -80.5047297127244 -5.5327460594311 -74.9719836532933 0.196675900277008 0.00229225261130103 0.47964071840016
"1084" 1084 -80.5047297127244 -5.5327460594311 -74.9719836532933 0.196494464944649 0.00229225261130103 0.47964071840016
"1085" 1085 -80.5047297127244 -5.5327460594311 -74.9719836532933 0.1963133640553 0.00229225261130103 0.47964071840016
"1086" 1086 -79.829383387908 -5.43467709163864 -74.3947062962693 0.197053406998158 0.00225905751020829 0.465163593315563
"1087" 1087 -79.6533126126784 -5.49690961848746 -74.1564029941909 0.197792088316467 0.00227379924691164 0.474363201331238
"1088" 1088 -79.6533126126784 -5.49690961848746 -74.1564029941909 0.197610294117647 0.00227379924691164 0.474363201331238
"1089" 1089 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.198347107438017 0.00223295755516429 0.478353805632746
"1090" 1090 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.198165137614679 0.00223295755516429 0.478353805632746
"1091" 1091 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.197983501374885 0.00223295755516429 0.478353805632746
"1092" 1092 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.197802197802198 0.00223295755516429 0.478353805632746
"1093" 1093 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.197621225983532 0.00223295755516429 0.478353805632746
"1094" 1094 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.197440585009141 0.00223295755516429 0.478353805632746
"1095" 1095 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.197260273972603 0.00223295755516429 0.478353805632746
"1096" 1096 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.197080291970803 0.00223295755516429 0.478353805632746
"1097" 1097 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.19690063810392 0.00223295755516429 0.478353805632746
"1098" 1098 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.19672131147541 0.00223295755516429 0.478353805632746
"1099" 1099 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.196542311191993 0.00223295755516429 0.478353805632746
"1100" 1100 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.196363636363636 0.00223295755516429 0.478353805632746
"1101" 1101 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.196185286103542 0.00223295755516429 0.478353805632746
"1102" 1102 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.196007259528131 0.00223295755516429 0.478353805632746
"1103" 1103 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.195829555757026 0.00223295755516429 0.478353805632746
"1104" 1104 -79.8069134297666 -5.52399888011986 -74.2829145496467 0.195652173913043 0.00223295755516429 0.478353805632746
"1105" 1105 -79.3895684608853 -5.51854076842087 -73.8710276924644 0.196380090497738 0.00226191127268625 0.477550387204485
"1106" 1106 -79.3895684608853 -5.51854076842087 -73.8710276924644 0.19620253164557 0.00226191127268625 0.477550387204485
"1107" 1107 -79.3895684608853 -5.51854076842087 -73.8710276924644 0.196025293586269 0.00226191127268625 0.477550387204485
"1108" 1108 -79.3895684608853 -5.51854076842087 -73.8710276924644 0.195848375451264 0.00226191127268625 0.477550387204485
"1109" 1109 -79.3895684608853 -5.51854076842087 -73.8710276924644 0.195671776375113 0.00226191127268625 0.477550387204485
"1110" 1110 -79.3895684608853 -5.51854076842087 -73.8710276924644 0.195495495495495 0.00226191127268625 0.477550387204485
"1111" 1111 -80.4046234540784 -5.53208933357407 -74.8725341205043 0.196219621962196 0.00229056481659476 0.479544126167104
"1112" 1112 -80.4046234540784 -5.53208933357407 -74.8725341205043 0.196043165467626 0.00229056481659476 0.479544126167104
"1113" 1113 -80.4046234540784 -5.53208933357407 -74.8725341205043 0.195867026055705 0.00229056481659476 0.479544126167104
"1114" 1114 -80.4046234540784 -5.53208933357407 -74.8725341205043 0.195691202872531 0.00229056481659476 0.479544126167104
"1115" 1115 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.196412556053812 0.00222117375300556 0.470827576363142
"1116" 1116 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.196236559139785 0.00222117375300556 0.470827576363142
"1117" 1117 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.196060877350045 0.00222117375300556 0.470827576363142
"1118" 1118 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.195885509838998 0.00222117375300556 0.470827576363142
"1119" 1119 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.195710455764075 0.00222117375300556 0.470827576363142
"1120" 1120 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.195535714285714 0.00222117375300556 0.470827576363142
"1121" 1121 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.195361284567351 0.00222117375300556 0.470827576363142
"1122" 1122 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.195187165775401 0.00222117375300556 0.470827576363142
"1123" 1123 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.195013357079252 0.00222117375300556 0.470827576363142
"1124" 1124 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.194839857651246 0.00222117375300556 0.470827576363142
"1125" 1125 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.194666666666667 0.00222117375300556 0.470827576363142
"1126" 1126 -80.3030695884883 -5.47295508223618 -74.8301145062521 0.19449378330373 0.00222117375300556 0.470827576363142
"1127" 1127 -81.6911428090592 -5.52433564511295 -76.1668071639463 0.195208518189885 0.00230881842991274 0.478403366244373
"1128" 1128 -81.6911428090592 -5.52433564511295 -76.1668071639463 0.195035460992908 0.00230881842991274 0.478403366244373
"1129" 1129 -82.7885579751203 -5.37708374451282 -77.4114742306075 0.195748449955713 0.00229906159908469 0.456605151425017
"1130" 1130 -82.7885579751203 -5.37708374451282 -77.4114742306075 0.195575221238938 0.00229906159908469 0.456605151425017
"1131" 1131 -82.7885579751203 -5.37708374451282 -77.4114742306075 0.195402298850575 0.00229906159908469 0.456605151425017
"1132" 1132 -82.7885579751203 -5.37708374451282 -77.4114742306075 0.195229681978799 0.00229906159908469 0.456605151425017
"1133" 1133 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.195939982347749 0.00226288703371681 0.451451156773399
"1134" 1134 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.195767195767196 0.00226288703371681 0.451451156773399
"1135" 1135 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.195594713656388 0.00226288703371681 0.451451156773399
"1136" 1136 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.195422535211268 0.00226288703371681 0.451451156773399
"1137" 1137 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.195250659630607 0.00226288703371681 0.451451156773399
"1138" 1138 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.195079086115993 0.00226288703371681 0.451451156773399
"1139" 1139 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.194907813871817 0.00226288703371681 0.451451156773399
"1140" 1140 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.194736842105263 0.00226288703371681 0.451451156773399
"1141" 1141 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.194566170026293 0.00226288703371681 0.451451156773399
"1142" 1142 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.194395796847636 0.00226288703371681 0.451451156773399
"1143" 1143 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.194225721784777 0.00226288703371681 0.451451156773399
"1144" 1144 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.194055944055944 0.00226288703371681 0.451451156773399
"1145" 1145 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.193886462882096 0.00226288703371681 0.451451156773399
"1146" 1146 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.193717277486911 0.00226288703371681 0.451451156773399
"1147" 1147 -82.0409930312169 -5.34255657415249 -76.6984364570644 0.193548387096774 0.00226288703371681 0.451451156773399
"1148" 1148 -82.1969599999766 -5.41160982231901 -76.7853501776576 0.194250871080139 0.00230195179478769 0.461741271881316
"1149" 1149 -82.1969599999766 -5.41160982231901 -76.7853501776576 0.1940818102698 0.00230195179478769 0.461741271881316
"1150" 1150 -83.7588704264619 -5.63600956902256 -78.1228608574393 0.194782608695652 0.00231942917547922 0.494778479604561
"1151" 1151 -80.4634042798538 -5.59759058640419 -74.8658136934497 0.195482189400521 0.00227933364274184 0.489157566502249
"1152" 1152 -80.2456055262342 -5.43514148829019 -74.810464037944 0.196180555555556 0.0022281110885322 0.465232420330319
"1153" 1153 -80.2456055262342 -5.43514148829019 -74.810464037944 0.196010407632264 0.0022281110885322 0.465232420330319
"1154" 1154 -80.2456055262342 -5.43514148829019 -74.810464037944 0.195840554592721 0.0022281110885322 0.465232420330319
"1155" 1155 -80.2456055262342 -5.43514148829019 -74.810464037944 0.195670995670996 0.0022281110885322 0.465232420330319
"1156" 1156 -80.2456055262342 -5.43514148829019 -74.810464037944 0.195501730103806 0.0022281110885322 0.465232420330319
"1157" 1157 -80.2456055262342 -5.43514148829019 -74.810464037944 0.19533275713051 0.0022281110885322 0.465232420330319
"1158" 1158 -80.2456055262342 -5.43514148829019 -74.810464037944 0.195164075993092 0.0022281110885322 0.465232420330319
"1159" 1159 -80.2456055262342 -5.43514148829019 -74.810464037944 0.194995685936152 0.0022281110885322 0.465232420330319
"1160" 1160 -80.2456055262342 -5.43514148829019 -74.810464037944 0.194827586206897 0.0022281110885322 0.465232420330319
"1161" 1161 -80.2456055262342 -5.43514148829019 -74.810464037944 0.194659776055125 0.0022281110885322 0.465232420330319
"1162" 1162 -80.2456055262342 -5.43514148829019 -74.810464037944 0.194492254733219 0.0022281110885322 0.465232420330319
"1163" 1163 -80.2456055262342 -5.43514148829019 -74.810464037944 0.194325021496131 0.0022281110885322 0.465232420330319
"1164" 1164 -80.2456055262342 -5.43514148829019 -74.810464037944 0.194158075601375 0.0022281110885322 0.465232420330319
"1165" 1165 -80.2456055262342 -5.43514148829019 -74.810464037944 0.193991416309013 0.0022281110885322 0.465232420330319
"1166" 1166 -80.2456055262342 -5.43514148829019 -74.810464037944 0.193825042881647 0.0022281110885322 0.465232420330319
"1167" 1167 -80.2456055262342 -5.43514148829019 -74.810464037944 0.193658954584404 0.0022281110885322 0.465232420330319
"1168" 1168 -82.997840967619 -5.39180439160485 -77.6060365760142 0.194349315068493 0.00230635108944765 0.4587970869653
"1169" 1169 -81.0518523053607 -5.40138464228169 -75.650467663079 0.195038494439692 0.00222101119708395 0.460221929915071
"1170" 1170 -81.0518523053607 -5.40138464228169 -75.650467663079 0.194871794871795 0.00222101119708395 0.460221929915071
"1171" 1171 -81.0518523053607 -5.40138464228169 -75.650467663079 0.194705380017079 0.00222101119708395 0.460221929915071
"1172" 1172 -81.0518523053607 -5.40138464228169 -75.650467663079 0.194539249146758 0.00222101119708395 0.460221929915071
"1173" 1173 -81.0518523053607 -5.40138464228169 -75.650467663079 0.194373401534527 0.00222101119708395 0.460221929915071
"1174" 1174 -81.0518523053607 -5.40138464228169 -75.650467663079 0.194207836456559 0.00222101119708395 0.460221929915071
"1175" 1175 -81.0518523053607 -5.40138464228169 -75.650467663079 0.194042553191489 0.00222101119708395 0.460221929915071
"1176" 1176 -81.0518523053607 -5.40138464228169 -75.650467663079 0.193877551020408 0.00222101119708395 0.460221929915071
"1177" 1177 -79.8441475596237 -5.44731598203713 -74.3968315775865 0.194562446898895 0.00223636198879922 0.467035783322459
"1178" 1178 -79.8826339903921 -5.44694330155002 -74.435690688842 0.195246179966044 0.0022695134276809 0.466980607469104
"1179" 1179 -79.8826339903921 -5.44694330155002 -74.435690688842 0.195080576759966 0.0022695134276809 0.466980607469104
"1180" 1180 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.195762711864407 0.00221772484717253 0.481203996780236
"1181" 1181 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.195596951735817 0.00221772484717253 0.481203996780236
"1182" 1182 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.195431472081218 0.00221772484717253 0.481203996780236
"1183" 1183 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.195266272189349 0.00221772484717253 0.481203996780236
"1184" 1184 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.195101351351351 0.00221772484717253 0.481203996780236
"1185" 1185 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.19493670886076 0.00221772484717253 0.481203996780236
"1186" 1186 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.194772344013491 0.00221772484717253 0.481203996780236
"1187" 1187 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.194608256107835 0.00221772484717253 0.481203996780236
"1188" 1188 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.194444444444444 0.00221772484717253 0.481203996780236
"1189" 1189 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.194280908326325 0.00221772484717253 0.481203996780236
"1190" 1190 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.194117647058824 0.00221772484717253 0.481203996780236
"1191" 1191 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.193954659949622 0.00221772484717253 0.481203996780236
"1192" 1192 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.193791946308725 0.00221772484717253 0.481203996780236
"1193" 1193 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.193629505448449 0.00221772484717253 0.481203996780236
"1194" 1194 -80.7841790668167 -5.5433788480654 -75.2408002187513 0.193467336683417 0.00221772484717253 0.481203996780236
"1195" 1195 -79.952211872542 -5.47684949955771 -74.4753623729843 0.194142259414226 0.00227936212513361 0.471402833602876
"1196" 1196 -79.952211872542 -5.47684949955771 -74.4753623729843 0.193979933110368 0.00227936212513361 0.471402833602876
"1197" 1197 -79.952211872542 -5.47684949955771 -74.4753623729843 0.193817878028404 0.00227936212513361 0.471402833602876
"1198" 1198 -79.952211872542 -5.47684949955771 -74.4753623729843 0.193656093489149 0.00227936212513361 0.471402833602876
"1199" 1199 -79.952211872542 -5.47684949955771 -74.4753623729843 0.19349457881568 0.00227936212513361 0.471402833602876
"1200" 1200 -79.952211872542 -5.47684949955771 -74.4753623729843 0.193333333333333 0.00227936212513361 0.471402833602876
"1201" 1201 -79.952211872542 -5.47684949955771 -74.4753623729843 0.193172356369692 0.00227936212513361 0.471402833602876
"1202" 1202 -80.3243776219256 -5.60237909514082 -74.7219985267848 0.193843594009983 0.00224643553723938 0.489858824809744
"1203" 1203 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.194513715710723 0.00224224111458419 0.473781432342444
"1204" 1204 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.194352159468439 0.00224224111458419 0.473781432342444
"1205" 1205 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.194190871369295 0.00224224111458419 0.473781432342444
"1206" 1206 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.194029850746269 0.00224224111458419 0.473781432342444
"1207" 1207 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.193869096934548 0.00224224111458419 0.473781432342444
"1208" 1208 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.193708609271523 0.00224224111458419 0.473781432342444
"1209" 1209 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.193548387096774 0.00224224111458419 0.473781432342444
"1210" 1210 -79.4642132717668 -5.49296496981626 -73.9712483019506 0.193388429752066 0.00224224111458419 0.473781432342444
"1211" 1211 -80.2071649813153 -5.59715732693504 -74.6100076543802 0.194054500412882 0.00227014479820642 0.489094107582425
"1212" 1212 -80.2071649813153 -5.59715732693504 -74.6100076543802 0.193894389438944 0.00227014479820642 0.489094107582425
"1213" 1213 -81.4919249734154 -5.37714926726885 -76.1147757061466 0.194558944765045 0.00222214306998747 0.456614914950169
"1214" 1214 -81.4919249734154 -5.37714926726885 -76.1147757061466 0.194398682042834 0.00222214306998747 0.456614914950169
"1215" 1215 -81.4919249734154 -5.37714926726885 -76.1147757061466 0.194238683127572 0.00222214306998747 0.456614914950169
"1216" 1216 -81.4919249734154 -5.37714926726885 -76.1147757061466 0.194078947368421 0.00222214306998747 0.456614914950169
"1217" 1217 -81.4919249734154 -5.37714926726885 -76.1147757061466 0.19391947411668 0.00222214306998747 0.456614914950169
"1218" 1218 -81.4919249734154 -5.37714926726885 -76.1147757061466 0.19376026272578 0.00222214306998747 0.456614914950169
"1219" 1219 -81.4355520736995 -5.36279827715273 -76.0727537965467 0.19442165709598 0.00223415765430573 0.454474939193772
"1220" 1220 -81.4355520736995 -5.36279827715273 -76.0727537965467 0.194262295081967 0.00223415765430573 0.454474939193772
"1221" 1221 -81.4355520736995 -5.36279827715273 -76.0727537965467 0.194103194103194 0.00223415765430573 0.454474939193772
"1222" 1222 -81.4355520736995 -5.36279827715273 -76.0727537965467 0.193944353518822 0.00223415765430573 0.454474939193772
"1223" 1223 -81.4355520736995 -5.36279827715273 -76.0727537965467 0.193785772690106 0.00223415765430573 0.454474939193772
"1224" 1224 -82.7546359094268 -5.69666569390364 -77.0579702155231 0.194444444444444 0.00228092046663613 0.503629704144341
"1225" 1225 -82.7546359094268 -5.69666569390364 -77.0579702155231 0.194285714285714 0.00228092046663613 0.503629704144341
"1226" 1226 -82.7546359094268 -5.69666569390364 -77.0579702155231 0.194127243066884 0.00228092046663613 0.503629704144341
"1227" 1227 -82.7546359094268 -5.69666569390364 -77.0579702155231 0.193969030154849 0.00228092046663613 0.503629704144341
"1228" 1228 -82.7546359094268 -5.69666569390364 -77.0579702155231 0.193811074918567 0.00228092046663613 0.503629704144341
"1229" 1229 -81.2126857782516 -5.65140913039861 -75.561276647853 0.19446704637917 0.00226273232908672 0.497028206285792
"1230" 1230 -81.2126857782516 -5.65140913039861 -75.561276647853 0.194308943089431 0.00226273232908672 0.497028206285792
"1231" 1231 -81.2126857782516 -5.65140913039861 -75.561276647853 0.194151096669374 0.00226273232908672 0.497028206285792
"1232" 1232 -80.5798093659773 -5.44742714897438 -75.1323822170029 0.194805194805195 0.00221878520245806 0.467052241400508
"1233" 1233 -79.7328497067133 -5.56088076596593 -74.1719689407473 0.195458231954582 0.00224579167034274 0.483774767810871
"1234" 1234 -79.7328497067133 -5.56088076596593 -74.1719689407473 0.195299837925446 0.00224579167034274 0.483774767810871
"1235" 1235 -79.7328497067133 -5.56088076596593 -74.1719689407473 0.195141700404858 0.00224579167034274 0.483774767810871
"1236" 1236 -79.7328497067133 -5.56088076596593 -74.1719689407473 0.194983818770227 0.00224579167034274 0.483774767810871
"1237" 1237 -79.7328497067133 -5.56088076596593 -74.1719689407473 0.19482619240097 0.00224579167034274 0.483774767810871
